objectid,park,park_no,bldg_id,bldg_name,category,bldg_type,field_house_class,status,year_built,stories,building_sqft,owner,address,ward,community,lat,lon,provenance,source
335,KEN-WELL,1042,1042-01,Ken-Well Park Fieldhouse,field_house,FIELDHOUSE D,D,ACTIVE,1950,1,,CPD,2941 N KENOSHA AVE,31,HERMOSA,41.934901,-87.733687,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
336,KILBOURN,84,0084-01,Kilbourn Park Fieldhouse,field_house,FIELDHOUSE A3,A3,ACTIVE,1928,2,22440,CPD,3501 N KILBOURN AVE,30,IRVING PARK,41.944635,-87.738571,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
337,KILBOURN,84,0084-02,Kilbourn Park Greenhouse,other,SPECIAL,,ACTIVE,1937,,7576,CPD,3501 N KILBOURN AVE,30,IRVING PARK,41.94413,-87.738229,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
338,KOSCIUSZKO (THADEUZ),120,0120-01,Kosciuszko Park Natatorium,pool,POOL BUILDING,,ACTIVE,1974,1,14832,CPD,2742 N AVERS AVE,31,LOGAN SQUARE,41.931526,-87.723756,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
339,LA FOLLETTE (ROBERT),201,0201-01,Comfort Station,other,COMFORT STATION,,ACTIVE,,1,,CPD,,37,AUSTIN,41.90479,-87.751459,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
340,LA FOLLETTE (ROBERT),201,0201-03,Shelter,other,SHELTER,,ACTIVE,,1,,CPD,,37,AUSTIN,41.904489,-87.751881,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
341,LAKE MEADOWS,263,0263-01,Lake Meadows Park,other,UNIDENTIFIED,,ACTIVE,,,,,,4,DOUGLAS,41.837654,-87.611567,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
342,LAKE SHORE,107,0107-01,Lake Shore Park Fieldhouse,field_house,FIELDHOUSE B,B,ACTIVE,1965,1,9320,CPD,808 N LAKE SHORE DR,2,NEAR NORTH SIDE,41.897229,-87.617869,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
343,LAKE SHORE,107,0107-02,Museum of Contemporary Art,museum,MUSEUM,,ACTIVE,1995,5,149600,OTHER,220 E CHICAGO AVE,2,NEAR NORTH SIDE,41.897248,-87.620982,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
344,LAWLER (MICHAEL),1011,1011-01,Lawler Park Fieldhouse,field_house,FIELDHOUSE D,D,ACTIVE,1958,1,,CPD,5210 W 64TH ST,13,CLEARING,41.776728,-87.751799,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
345,LE CLAIRE COURTS - HEARST COMM. CTR.,305,0305-01,LeClaire-Hearst Fieldhouse,field_house,FIELDHOUSE B,B,ACTIVE,1974,1,14470,CPD,5120 W 44TH ST,22,GARFIELD RIDGE,41.813365,-87.751343,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
346,LEONE (SAM) BEACH,1013,1013-01,Leone Beach Fieldhouse,field_house,FIELDHOUSE B,B,ACTIVE,1900,1,9090,CITY WF,7205 N SHERIDAN RD,49,ROGERS PARK,42.01317,-87.662486,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
347,LERNER (LEO),273,0273-01,Shelter,other,SHELTER,,ACTIVE,,1,,CPD,,50,WEST RIDGE,42.007791,-87.70506,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
349,LINCOLN (ABRAHAM),100,0100-01,,other,CONCESSION,,ACTIVE,,1,,CPD,,48,EDGEWATER,41.98572,-87.652378,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
350,LINCOLN (ABRAHAM),100,0100-03,Waveland Clock Tower,other,HISTORIC,,ACTIVE,1931,3,,CPD,3100 N RECREATION DR,46,LAKE VIEW,41.951905,-87.641106,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
351,LINCOLN (ABRAHAM),100,0100-04,Belmont Comfort Station,other,COMFORT STATION,,ACTIVE,,1,,CPD,,44,LAKE VIEW,41.939552,-87.636542,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
352,LINCOLN (ABRAHAM),100,0100-05,Peggy Notebaert Nature Museum,museum,MUSEUM,,ACTIVE,1999,2,,OTHER,2430 N CANNON DR,43,LINCOLN PARK,41.926583,-87.635176,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
353,LINCOLN (ABRAHAM),100,0100-06,Margate Fieldhouse,field_house,FIELDHOUSE A3,A3,ACTIVE,,1,,CPD,4921 N MARINE DR,48,UPTOWN,41.972184,-87.649868,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
354,LINCOLN (ABRAHAM),100,0100-07,"LP Zoo - Polar Bears, Sun Bears",other,ZOO BUILDING,,ACTIVE,,,,OTHER,,43,LINCOLN PARK,41.923797,-87.633495,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
355,LINCOLN (ABRAHAM),100,0100-08,Armitage Comfort Station,other,COMFORT STATION,,ACTIVE,1888,1,,CPD,,43,LINCOLN PARK,41.918662,-87.634045,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
356,LINCOLN (ABRAHAM),100,0100-09,"LP Zoo - Penguins, Sea Birds",other,ZOO BUILDING,,ACTIVE,,,,OTHER,,43,LINCOLN PARK,41.922297,-87.634432,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
357,LINCOLN (ABRAHAM),100,0100-10,"LP Zoo - Giraffes, Rhinos, Ostriches",other,ZOO BUILDING,,ACTIVE,,,,OTHER,,43,LINCOLN PARK,41.923207,-87.634094,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
358,LINCOLN (ABRAHAM),100,0100-11,Montrose Service Yard,other,MAINTENANCE,,ACTIVE,,,,CPD,,46,UPTOWN,41.96358,-87.647238,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
359,LINCOLN (ABRAHAM),100,0100-12,Foster Avenue Breakwater Light,other,HARBOR BUILDING,,ACTIVE,,,,CITY,,48,UPTOWN,41.977812,-87.646148,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
360,LINCOLN (ABRAHAM),100,0100-13,LP Zoo - Pigs,other,ZOO BUILDING,,ACTIVE,,,,OTHER,,43,LINCOLN PARK,41.916992,-87.633235,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
361,LINCOLN (ABRAHAM),100,0100-14,LP Zoo - Judy Keller Education Center,other,ZOO BUILDING,,ACTIVE,,,,OTHER,,43,LINCOLN PARK,41.921493,-87.632403,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
362,LINCOLN (ABRAHAM),100,0100-15,LP Zoo - Zoo Concessionaire,other,ZOO BUILDING,,ACTIVE,,,,OTHER,,43,LINCOLN PARK,41.921936,-87.634264,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
363,LINCOLN (ABRAHAM),100,0100-16,Diversey Golf Building,other,GOLF BUILDING,,ACTIVE,,,,CPD,,44,LAKE VIEW,41.934147,-87.634716,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
364,LINCOLN (ABRAHAM),100,0100-17,LP Zoo - Tropical Birds,other,ZOO BUILDING,,ACTIVE,,,,OTHER,,43,LINCOLN PARK,41.923436,-87.632952,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
365,LINCOLN (ABRAHAM),100,0100-18,DNR Maintenance,other,MAINTENANCE,,ACTIVE,,,,CPD,,46,LAKE VIEW,41.949743,-87.639449,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
366,LINCOLN (ABRAHAM),100,0100-19,LP Zoo - Lions and Tigers,other,ZOO BUILDING,,ACTIVE,,,,OTHER,,43,LINCOLN PARK,41.921351,-87.633329,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
367,LINCOLN (ABRAHAM),100,0100-20,Clock Tower Cafe,other,CONCESSION,,ACTIVE,,1,,CPD,,46,LAKE VIEW,41.952204,-87.641724,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
368,LINCOLN (ABRAHAM),100,0100-21,"LP Zoo - Vultures, Eagles, Owls",other,ZOO BUILDING,,ACTIVE,,,,OTHER,,43,LINCOLN PARK,41.922418,-87.633446,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
369,LINCOLN (ABRAHAM),100,0100-22,Cricket Hill Comfort Station,other,COMFORT STATION,,ACTIVE,,1,,CPD,,46,UPTOWN,41.963874,-87.646066,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
370,LINCOLN (ABRAHAM),100,0100-23,LP Zoo - Farm-in-the Zoo Building,other,ZOO BUILDING,,ACTIVE,2005,,,OTHER,,43,LINCOLN PARK,41.917372,-87.634011,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
371,LINCOLN (ABRAHAM),100,0100-24,LP Zoo - Zoo Gateway Pavilion,other,ZOO BUILDING,,ACTIVE,,,,OTHER,,43,LINCOLN PARK,41.922004,-87.632809,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
372,LINCOLN (ABRAHAM),100,0100-25,LP Zoo - Monkeys,other,ZOO BUILDING,,ACTIVE,,,,OTHER,,43,LINCOLN PARK,41.920833,-87.632501,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
373,LINCOLN (ABRAHAM),100,0100-26,LP Zoo - Seals,other,ZOO BUILDING,,ACTIVE,2007,,,OTHER,,43,LINCOLN PARK,41.921496,-87.634547,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
374,LINCOLN (ABRAHAM),100,0100-27,Lincoln Park Conservatory,other,CONSERVATORY,,ACTIVE,,1,76000,CPD,2391 N STOCKTON DR,43,LINCOLN PARK,41.924472,-87.635314,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
375,LINCOLN (ABRAHAM),100,0100-28,Lincoln Park Cultural Center,field_house,FIELDHOUSE C,C,ACTIVE,,2,,CPD,2045 N LINCOLN PARK,43,LINCOLN PARK,41.91969,-87.63588,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
376,LINCOLN (ABRAHAM),100,0100-29,Chicago Corinthian Yacht Club,other,YACHT CLUB,,ACTIVE,,,,OTHER,601 W MONTROSE,46,UPTOWN,41.963076,-87.638184,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
377,LINCOLN (ABRAHAM),100,0100-30,Montrose Beach House Concession,other,CONCESSION,,ACTIVE,,1,,CPD,,46,UPTOWN,41.964484,-87.635334,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
378,LINCOLN (ABRAHAM),100,0100-31,Chicago History Museum,museum,MUSEUM,,ACTIVE,1932,3,,OTHER,1601 N CLARK ST,43,LINCOLN PARK,41.91204,-87.631533,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
379,LINCOLN (ABRAHAM),100,0100-32,Montrose Beach House,field_house,FIELDHOUSE BH2,BH2,ACTIVE,,1,,CPD,,46,UPTOWN,41.964585,-87.635473,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
380,LINCOLN (ABRAHAM),100,0100-33,Bacino's Italian Grill,other,CONCESSION,,ACTIVE,,1,,CPD,248 W DIVERSEY PKWY,44,LAKE VIEW,41.933566,-87.635464,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
381,LINCOLN (ABRAHAM),100,0100-34,"LP Zoo - Bears, Otters, Wolves",other,ZOO BUILDING,,ACTIVE,2006,,,OTHER,,43,LINCOLN PARK,41.921072,-87.634912,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
382,LINCOLN (ABRAHAM),100,0100-36,Lincoln Park Archery Club,other,CLUBHOUSE,,ACTIVE,,1,,CPD,3481 N Belmont Harbor Dr,44,LAKE VIEW,41.947001,-87.639262,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
383,LINCOLN (ABRAHAM),100,0100-37,,other,CONCESSION,,ACTIVE,2006,1,,CPD,200 W Montrose Dr,46,UPTOWN,41.961929,-87.63509,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
384,LINCOLN (ABRAHAM),100,0100-38,"LP Zoo - Antelope, Zebras, Kangaroos",other,ZOO BUILDING,,ACTIVE,,,,OTHER,,43,LINCOLN PARK,41.919266,-87.632363,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
385,LINCOLN (ABRAHAM),100,0100-39,LP Zoo - Conservation Center and Animal Hospital,other,ZOO BUILDING,,ACTIVE,,,,OTHER,,43,LINCOLN PARK,41.923814,-87.633102,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
386,LINCOLN (ABRAHAM),100,0100-40,Montrose Hook Comfort Station,other,COMFORT STATION,,ACTIVE,,1,,CPD,,46,UPTOWN,41.960637,-87.636377,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
387,LINCOLN (ABRAHAM),100,0100-42,LP Zoo - Zoo Concessionaire,other,ZOO BUILDING,,ACTIVE,,,,OTHER,,43,LINCOLN PARK,41.922062,-87.633476,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
388,LINCOLN (ABRAHAM),100,0100-43,LP Zoo - Foreman Pavilion,other,ZOO BUILDING,,ACTIVE,2006,,,OTHER,,43,LINCOLN PARK,41.920126,-87.634103,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
389,LINCOLN (ABRAHAM),100,0100-44,,other,CONCESSION,,ACTIVE,,,,CPD,,46,UPTOWN,41.966447,-87.64039,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
390,LINCOLN (ABRAHAM),100,0100-45,Diversey Shops,other,UTILITY STRUCTURE,,ACTIVE,,1,,CPD,,44,LAKE VIEW,41.934376,-87.633353,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
391,LINCOLN (ABRAHAM),100,0100-46,Lincoln Park Power House,other,UTILITY STRUCTURE,,ACTIVE,,,,CPD,,43,LINCOLN PARK,41.922769,-87.633039,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
392,LINCOLN (ABRAHAM),100,0100-47,Diversey Beaches & Pools Building,other,MAINTENANCE,,ACTIVE,,1,,CPD,,44,LAKE VIEW,41.933696,-87.634381,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
393,LINCOLN (ABRAHAM),100,0100-48,Belmont Harbor Building,other,HARBOR BUILDING,,ACTIVE,,,,CPD,,44,LAKE VIEW,41.946768,-87.640033,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
394,LINCOLN (ABRAHAM),100,0100-49,Diversey Golf Building B,other,GOLF BUILDING,,ACTIVE,,,,CPD,,44,LAKE VIEW,41.934581,-87.634106,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
395,LINCOLN (ABRAHAM),100,0100-51,LP Zoo - Ponies,other,ZOO BUILDING,,ACTIVE,,,,OTHER,,43,LINCOLN PARK,41.91661,-87.633506,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
396,LINCOLN (ABRAHAM),100,0100-52,,other,UTILITY STRUCTURE,,ACTIVE,,,,CPD,,46,LAKE VIEW,41.95213,-87.640539,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
397,LINCOLN (ABRAHAM),100,0100-53,"LP Zoo - Snakes, Bats, Wallaby",other,ZOO BUILDING,,ACTIVE,,,,OTHER,,43,LINCOLN PARK,41.920772,-87.634395,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
398,LINCOLN (ABRAHAM),100,0100-54,LP Zoo - Seals,other,ZOO BUILDING,,ACTIVE,2007,,,OTHER,,43,LINCOLN PARK,41.92148,-87.634205,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
399,LINCOLN (ABRAHAM),100,0100-55,LP Zoo - Zoo Lockers,other,ZOO BUILDING,,ACTIVE,,,,OTHER,,43,LINCOLN PARK,41.91917,-87.632106,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
400,LINCOLN (ABRAHAM),100,0100-56,Foster Beach House,field_house,FIELDHOUSE BH2,BH2,ACTIVE,,1,,CPD,,48,EDGEWATER,41.977665,-87.649042,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
401,LINCOLN (ABRAHAM),100,0100-57,South Athletic Fieldhouse,field_house,FIELDHOUSE C,C,ACTIVE,1922,1,,CPD,1721 N STOCKTON DR,43,LINCOLN PARK,41.914662,-87.630001,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
402,LINCOLN (ABRAHAM),100,0100-58,Theater on the Lake,field_house,FIELDHOUSE AA,AA,ACTIVE,,1,,CPD,2401 N Lake Shore Dr,43,LINCOLN PARK,41.927138,-87.630683,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
403,LINCOLN (ABRAHAM),100,0100-59,LP Zoo - Administration Building,other,HISTORIC,,ACTIVE,1927,3,,OTHER,2001 N Clark St,43,LINCOLN PARK,41.918802,-87.635433,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
404,LINCOLN (ABRAHAM),100,0100-60,,other,UNIDENTIFIED,,ACTIVE,,,,,,46,UPTOWN,41.955623,-87.642051,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
405,LINCOLN (ABRAHAM),100,0100-61,Wheel Fun Rentals,other,CONCESSION,,ACTIVE,,1,,CPD,,48,UPTOWN,41.97697,-87.647543,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
406,LINCOLN (ABRAHAM),100,0100-62,Shelter,other,SHELTER,,ACTIVE,,,,CPD,,46,LAKE VIEW,41.948427,-87.638757,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
407,LINCOLN (ABRAHAM),100,0100-63,DNR Maintenance,other,MAINTENANCE,,ACTIVE,,,,CPD,,46,LAKE VIEW,41.949938,-87.639491,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
408,LINCOLN (ABRAHAM),100,0100-65,Diversey Golf Building C,other,GOLF BUILDING,,ACTIVE,,,,CPD,,44,LAKE VIEW,41.933828,-87.635064,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
409,LINCOLN (ABRAHAM),100,0100-66,LP Zoo - Farm-in-the Zoo Building,other,ZOO BUILDING,,ACTIVE,2005,,,OTHER,,43,LINCOLN PARK,41.917274,-87.633381,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
410,LINCOLN (ABRAHAM),100,0100-67,Move Your Feet Sports,other,CONCESSION,,ACTIVE,,1,,CPD,141 W DIVERSEY PKWY,44,LAKE VIEW,41.93365,-87.634176,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
411,LINCOLN (ABRAHAM),100,0100-68,Wilson Comfort Station,other,COMFORT STATION,,ACTIVE,,1,,CPD,,46,UPTOWN,41.966383,-87.640466,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
412,LINCOLN (ABRAHAM),100,0100-69,LP Zoo - Zoo Concessionaire (Tadpole Room),other,ZOO BUILDING,,ACTIVE,,,,OTHER,,43,LINCOLN PARK,41.920955,-87.633197,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
413,LINCOLN (ABRAHAM),100,0100-70,Cafe Brauer (South Pond Refectory),other,HISTORIC,,ACTIVE,1900,2,,CPD,2021 N STOCKTON DR,43,LINCOLN PARK,41.919135,-87.633937,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
414,LINCOLN (ABRAHAM),100,0100-72,Park Bait,other,CONCESSION,,ACTIVE,,1,,CPD,600 W Montrose,46,UPTOWN,41.963445,-87.638258,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
415,LINCOLN (ABRAHAM),100,0100-73,North Avenue Beach House,field_house,FIELDHOUSE BH2,BH2,ACTIVE,,1,,CPD,1501 N LAKE SHORE DR,43,LINCOLN PARK,41.913494,-87.624199,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
416,LINDBLOM (ROBERT),243,0243-01,Lindblom Park Fieldhouse,field_house,FIELDHOUSE A4,A4,ACTIVE,1951,1,17790,CPD,6054 S DAMEN AVE,16,WEST ENGLEWOOD,41.783319,-87.674604,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
417,LOWE (SAMUEL),1044,1044-01,Lowe Park Fieldhouse,field_house,FIELDHOUSE C,C,ACTIVE,1950,1,2480,CPD,5205 S LOWE AVE,3,NEW CITY,41.799477,-87.641423,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
418,LOYOLA,115,0115-01,Service Building,other,MAINTENANCE,,ACTIVE,,,,CPD,,49,ROGERS PARK,42.00995,-87.660663,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
419,LOYOLA,115,0115-02,,other,UNIDENTIFIED,,ACTIVE,,,,,,49,ROGERS PARK,42.006255,-87.658795,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
420,LOYOLA,115,0115-03,Comfort Station,other,COMFORT STATION,,ACTIVE,,1,,CPD,,49,ROGERS PARK,42.009792,-87.65948,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
421,LOYOLA,115,0115-04,Heartland Cafe,other,CONCESSION,,ACTIVE,,,,CPD,,49,ROGERS PARK,42.010663,-87.660209,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
422,LOYOLA,115,0115-05,Loyola Park Fieldhouse,field_house,FIELDHOUSE A1,A1,ACTIVE,1950,2,56220,CPD,1230 W GREENLEAF AVE,49,ROGERS PARK,42.010896,-87.661595,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
423,MANN (JAMES),17,0017-01,Mann Park Fieldhouse,field_house,FIELDHOUSE A1,A1,ACTIVE,1934,2,51273,CPD,13000 S CARONDOLET AVE,10,HEGEWISCH,41.656723,-87.55091,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
424,MANN (JAMES),17,0017-02,,other,UNIDENTIFIED,,ACTIVE,,,,,3035 E 130TH ST,10,HEGEWISCH,41.657351,-87.550769,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
425,MAPLEWOOD,1045,1045-01,Maplewood Park Fieldhouse,field_house,FIELDHOUSE C,C,ACTIVE,1948,1,600,CPD,1640 N MAPLEWOOD AVE,1,WEST TOWN,41.911068,-87.691253,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
426,MARIANO (LOUIS),1239,1239-01,Whispers Cafe,other,CONCESSION,,ACTIVE,,1,280,CPD,1031 N State St,42,NEAR NORTH SIDE,41.901689,-87.628164,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
427,MARQUETTE (JACQUES),10,0010-01,Engineer Storage,other,MAINTENANCE,,ACTIVE,,,,CPD,,17,CHICAGO LAWN,41.765187,-87.712223,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
428,MARQUETTE (JACQUES),10,0010-02,Landscape Garage,other,MAINTENANCE,,ACTIVE,,,,CPD,3551 W MARQUETTE RD,17,CHICAGO LAWN,41.771205,-87.712146,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
429,MARQUETTE (JACQUES),10,0010-03,Motor Truck Driver Garage (Trades),other,MAINTENANCE,,ACTIVE,,,,CPD,3548 W 71ST ST,17,CHICAGO LAWN,41.764948,-87.711989,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
430,MARQUETTE (JACQUES),10,0010-04,Kanst Comfort Station,other,COMFORT STATION,,ACTIVE,,1,,CPD,,17,CHICAGO LAWN,41.767258,-87.695067,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
431,MARQUETTE (JACQUES),10,0010-05,Tarkington Scholastic Academy,field_house,FIELDHOUSE JOINT,JOINT,ACTIVE,2005,3,,BOE,3300 W 71ST ST,17,CHICAGO LAWN,41.764838,-87.707318,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
432,MARQUETTE (JACQUES),10,0010-06,,other,GOLF BUILDING,,ACTIVE,,,,CPD,,17,CHICAGO LAWN,41.771054,-87.704471,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
433,MARQUETTE (JACQUES),10,0010-07,Security Building,other,MAINTENANCE,,ACTIVE,,,,CPD,3512 W 71ST ST,17,CHICAGO LAWN,41.764562,-87.711024,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
434,MARQUETTE (JACQUES),10,0010-08,Plumbers Storage Shed,other,MAINTENANCE,,ACTIVE,,,,CPD,,17,CHICAGO LAWN,41.764795,-87.712144,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
435,MARQUETTE (JACQUES),10,0010-09,Landscape Garage,other,MAINTENANCE,,ACTIVE,,,,CPD,,17,CHICAGO LAWN,41.770829,-87.712131,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
436,MARQUETTE (JACQUES),10,0010-10,Mann Comfort Station,other,COMFORT STATION,,ACTIVE,,1,,CPD,,17,CHICAGO LAWN,41.770933,-87.709852,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
