objectid,park,cpd_bldg_name,match_quality,bldg_lat,bldg_lon,offset_m,edge_m,bldg_id,bldg_address,bldg_name,bldg_stories,footprint_area_sqft,candidates_in_range,provenance,source
374,LINCOLN (ABRAHAM),Lincoln Park Conservatory,address_exact,41.924653,-87.634922,38.3,0,263189,2391 N STOCKTON DR,LINCOLN PARK CONSERVATORY,0,66858,7,sourced,socrata_syp8-uezg@2026-09-14
375,LINCOLN (ABRAHAM),Lincoln Park Cultural Center,address_exact,41.919779,-87.635945,11.3,0,278099,2045 N LINCOLN PARK WEST,LINCOLN PARK,0,6848.8,26,sourced,socrata_syp8-uezg@2026-09-14
376,LINCOLN (ABRAHAM),Chicago Corinthian Yacht Club,containing,41.963062,-87.638132,4.6,0,120816,,,0,6134.8,2,sourced,socrata_syp8-uezg@2026-09-14
377,LINCOLN (ABRAHAM),Montrose Beach House Concession,containing,41.964478,-87.635327,0.9,0,116152,,,0,869.8,3,sourced,socrata_syp8-uezg@2026-09-14
378,LINCOLN (ABRAHAM),Chicago History Museum,address_exact,41.912,-87.631511,4.8,0,298474,1601 N CLARK ST,CHICAGO HISTORICAL SOCIETY MUSEUM AND LIBRARY,3,53731.2,11,sourced,socrata_syp8-uezg@2026-09-14
379,LINCOLN (ABRAHAM),Montrose Beach House,containing,41.964583,-87.635474,0.3,0,115913,,,0,124,3,sourced,socrata_syp8-uezg@2026-09-14
380,LINCOLN (ABRAHAM),Bacino's Italian Grill,containing,41.93356,-87.635464,0.7,0,234688,,LINCOLN PARK,0,980.1,9,sourced,socrata_syp8-uezg@2026-09-14
381,LINCOLN (ABRAHAM),"LP Zoo - Bears, Otters, Wolves",containing,41.92108,-87.634915,1,0,852638,,,0,9574,15,sourced,socrata_syp8-uezg@2026-09-14
382,LINCOLN (ABRAHAM),Lincoln Park Archery Club,containing,41.946989,-87.639227,3.1,0,178266,,,0,661.8,3,sourced,socrata_syp8-uezg@2026-09-14
383,LINCOLN (ABRAHAM),,containing,41.961929,-87.635091,0.1,0,844983,,,0,591.4,1,sourced,socrata_syp8-uezg@2026-09-14
384,LINCOLN (ABRAHAM),"LP Zoo - Antelope, Zebras, Kangaroos",containing,41.919237,-87.632363,3.2,0,279132,,LINCOLN PARK,0,9364.6,8,sourced,socrata_syp8-uezg@2026-09-14
385,LINCOLN (ABRAHAM),LP Zoo - Conservation Center and Animal Hospital,containing,41.923794,-87.633093,2.3,0,265803,,LINCOLN PARK,0,4523.4,10,sourced,socrata_syp8-uezg@2026-09-14
386,LINCOLN (ABRAHAM),Montrose Hook Comfort Station,containing,41.960624,-87.636395,2.1,0,129441,,,0,669.6,1,sourced,socrata_syp8-uezg@2026-09-14
387,LINCOLN (ABRAHAM),LP Zoo - Zoo Concessionaire,containing,41.922046,-87.633419,5.1,0,270739,,LINCOLN PARK,0,7290.2,21,sourced,socrata_syp8-uezg@2026-09-14
388,LINCOLN (ABRAHAM),LP Zoo - Foreman Pavilion,containing,41.92007,-87.634109,6.2,0,852640,,,0,6554.1,15,sourced,socrata_syp8-uezg@2026-09-14
389,LINCOLN (ABRAHAM),,containing,41.966442,-87.640395,0.7,0,110069,,,0,472.5,2,sourced,socrata_syp8-uezg@2026-09-14
390,LINCOLN (ABRAHAM),Diversey Shops,containing,41.934371,-87.633353,0.6,0,231216,,,0,328.8,12,sourced,socrata_syp8-uezg@2026-09-14
391,LINCOLN (ABRAHAM),Lincoln Park Power House,containing,41.922808,-87.632926,10.3,0,267775,,LINCOLN PARK,0,41716.4,13,sourced,socrata_syp8-uezg@2026-09-14
392,LINCOLN (ABRAHAM),Diversey Beaches & Pools Building,containing,41.933674,-87.634399,2.9,0,233728,,LINCOLN PARK,0,6458.4,13,sourced,socrata_syp8-uezg@2026-09-14
393,LINCOLN (ABRAHAM),Belmont Harbor Building,containing,41.946796,-87.640035,3.1,0,178388,,LINCOLN PARK,0,6099.1,2,sourced,socrata_syp8-uezg@2026-09-14
394,LINCOLN (ABRAHAM),Diversey Golf Building B,containing,41.934571,-87.634119,1.5,0,230326,,LINCOLN PARK,0,1357.8,13,sourced,socrata_syp8-uezg@2026-09-14
395,LINCOLN (ABRAHAM),LP Zoo - Ponies,containing,41.916608,-87.63351,0.4,0,288261,,LINCOLN PARK,0,1063.2,8,sourced,socrata_syp8-uezg@2026-09-14
396,LINCOLN (ABRAHAM),,containing,41.952125,-87.640537,0.5,0,157263,,,0,418.2,3,sourced,socrata_syp8-uezg@2026-09-14
397,LINCOLN (ABRAHAM),"LP Zoo - Snakes, Bats, Wallaby",containing,41.920759,-87.634409,1.9,0,274184,,LINCOLN PARK,0,25185.1,14,sourced,socrata_syp8-uezg@2026-09-14
398,LINCOLN (ABRAHAM),LP Zoo - Seals,containing,41.921466,-87.634202,1.5,0,881541,,,0,955.6,21,sourced,socrata_syp8-uezg@2026-09-14
399,LINCOLN (ABRAHAM),LP Zoo - Zoo Lockers,containing,41.91916,-87.632136,2.7,0,280303,,,0,385.9,5,sourced,socrata_syp8-uezg@2026-09-14
400,LINCOLN (ABRAHAM),Foster Beach House,containing,41.977686,-87.64895,7.9,0,71286,,LINCOLN PARK,0,4151,2,sourced,socrata_syp8-uezg@2026-09-14
401,LINCOLN (ABRAHAM),South Athletic Fieldhouse,containing,41.914648,-87.630011,1.8,0,292978,,LINCOLN PARK,0,3558.5,2,sourced,socrata_syp8-uezg@2026-09-14
402,LINCOLN (ABRAHAM),Theater on the Lake,containing,41.927092,-87.630656,5.5,0,254878,,LINCOLN PARK,0,26516,1,sourced,socrata_syp8-uezg@2026-09-14
403,LINCOLN (ABRAHAM),LP Zoo - Administration Building,containing,41.918779,-87.635431,2.5,0,281139,,LINCOLN PARK,0,9310.5,12,sourced,socrata_syp8-uezg@2026-09-14
404,LINCOLN (ABRAHAM),,containing,41.955618,-87.642048,0.6,0,147410,,,0,500.2,1,sourced,socrata_syp8-uezg@2026-09-14
405,LINCOLN (ABRAHAM),Wheel Fun Rentals,containing,41.976965,-87.647548,0.7,0,73709,,,0,449.2,3,sourced,socrata_syp8-uezg@2026-09-14
406,LINCOLN (ABRAHAM),Shelter,containing,41.948422,-87.638754,0.6,0,172060,,,0,517.2,2,sourced,socrata_syp8-uezg@2026-09-14
407,LINCOLN (ABRAHAM),DNR Maintenance,containing,41.949929,-87.639494,1.1,0,165508,,LINCOLN PARK,0,2112.8,2,sourced,socrata_syp8-uezg@2026-09-14
408,LINCOLN (ABRAHAM),Diversey Golf Building C,containing,41.933821,-87.635062,0.8,0,233497,,LINCOLN PARK,0,1121.8,13,sourced,socrata_syp8-uezg@2026-09-14
409,LINCOLN (ABRAHAM),LP Zoo - Farm-in-the Zoo Building,containing,41.917247,-87.633385,3,0,835560,,,0,1401.5,7,sourced,socrata_syp8-uezg@2026-09-14
410,LINCOLN (ABRAHAM),Move Your Feet Sports,containing,41.933628,-87.634158,2.8,0,234230,,LINCOLN PARK,0,1493.4,13,sourced,socrata_syp8-uezg@2026-09-14
411,LINCOLN (ABRAHAM),Wilson Comfort Station,containing,41.966371,-87.640445,2.2,0,110291,,LINCOLN PARK,0,841.1,2,sourced,socrata_syp8-uezg@2026-09-14
412,LINCOLN (ABRAHAM),LP Zoo - Zoo Concessionaire (Tadpole Room),containing,41.920934,-87.633202,2.4,0,274121,,LINCOLN PARK,0,10393.8,18,sourced,socrata_syp8-uezg@2026-09-14
413,LINCOLN (ABRAHAM),Cafe Brauer (South Pond Refectory),address_exact,41.919113,-87.633922,2.7,0,279560,2021 N STOCKTON DR,CAFE BRAUER (SOUTH POND REFECTORY),0,12723,10,sourced,socrata_syp8-uezg@2026-09-14
414,LINCOLN (ABRAHAM),Park Bait,containing,41.963491,-87.638242,5.3,0,119354,,LINCOLN PARK,0,2503.2,2,sourced,socrata_syp8-uezg@2026-09-14
415,LINCOLN (ABRAHAM),North Avenue Beach House,no_match,,,,,,,,,,0,sourced,socrata_syp8-uezg@2026-09-14
416,LINDBLOM (ROBERT),Lindblom Park Fieldhouse,address_exact,41.783338,-87.674554,4.7,0,519873,6054 S DAMEN AVE,,1,18081.2,59,sourced,socrata_syp8-uezg@2026-09-14
417,LOWE (SAMUEL),Lowe Park Fieldhouse,address_exact,41.799437,-87.641422,4.5,0,464839,5205 S LOWE AVE,,1,1450,49,sourced,socrata_syp8-uezg@2026-09-14
418,LOYOLA,Service Building,containing,42.009943,-87.66066,0.8,0,9436,,LOYOLA PARK,0,805,18,sourced,socrata_syp8-uezg@2026-09-14
419,LOYOLA,,containing,42.006253,-87.658795,0.2,0,13908,,,0,145.2,42,sourced,socrata_syp8-uezg@2026-09-14
420,LOYOLA,Comfort Station,containing,42.009784,-87.659479,0.9,0,9598,,LOYOLA PARK,0,1252.5,13,sourced,socrata_syp8-uezg@2026-09-14
421,LOYOLA,Heartland Cafe,containing,42.010657,-87.660214,0.8,0,8552,,,0,727.5,13,sourced,socrata_syp8-uezg@2026-09-14
422,LOYOLA,Loyola Park Fieldhouse,address_exact,42.01085,-87.661814,18.9,0,8113,1230 W GREENLEAF AVE,,2,31714.4,15,sourced,socrata_syp8-uezg@2026-09-14
423,MANN (JAMES),Mann Park Fieldhouse,address_exact,41.656433,-87.550848,32.6,0,806651,13000 S CARONDOLET AVE,,0,27896.6,53,sourced,socrata_syp8-uezg@2026-09-14
424,MANN (JAMES),,address_exact,41.657347,-87.550793,2.1,0,806492,3035 E 130TH ST,,0,1271.9,45,sourced,socrata_syp8-uezg@2026-09-14
425,MAPLEWOOD,Maplewood Park Fieldhouse,address_exact,41.911063,-87.691253,0.5,0,304204,1640 N MAPLEWOOD AVE,,1,936.5,163,sourced,socrata_syp8-uezg@2026-09-14
426,MARIANO (LOUIS),Whispers Cafe,containing,41.901686,-87.628165,0.3,0,324968,,MARIANO PARK SHELTER,0,306.2,82,sourced,socrata_syp8-uezg@2026-09-14
427,MARQUETTE (JACQUES),Engineer Storage,containing,41.765178,-87.712205,1.8,0,576080,,,0,1627,121,sourced,socrata_syp8-uezg@2026-09-14
428,MARQUETTE (JACQUES),Landscape Garage,address_exact,41.771225,-87.712125,2.9,0,562016,3551 W MARQUETTE RD,,0,8503.5,138,sourced,socrata_syp8-uezg@2026-09-14
429,MARQUETTE (JACQUES),Motor Truck Driver Garage (Trades),address_exact,41.764986,-87.712187,17,0,576322,3548 W 71ST ST,,0,10174.1,126,sourced,socrata_syp8-uezg@2026-09-14
430,MARQUETTE (JACQUES),Kanst Comfort Station,containing,41.767256,-87.695068,0.3,0,571063,,,0,333.6,1,sourced,socrata_syp8-uezg@2026-09-14
431,MARQUETTE (JACQUES),Tarkington Scholastic Academy,largest_nearby,41.764039,-87.707931,102.3,88.3,578831,3401 W 71ST ST,,1,2219.8,69,sourced,socrata_syp8-uezg@2026-09-14
432,MARQUETTE (JACQUES),,containing,41.771048,-87.704472,0.7,0,562371,,,0,1030.9,46,sourced,socrata_syp8-uezg@2026-09-14
433,MARQUETTE (JACQUES),Security Building,address_exact,41.764566,-87.71102,0.5,0,577567,3512 W 71ST ST,,0,901.1,96,sourced,socrata_syp8-uezg@2026-09-14
434,MARQUETTE (JACQUES),Plumbers Storage Shed,containing,41.764792,-87.712144,0.3,0,576995,,,0,905.8,142,sourced,socrata_syp8-uezg@2026-09-14
435,MARQUETTE (JACQUES),Landscape Garage,containing,41.770823,-87.712169,3.2,0,563075,,,0,3472.9,127,sourced,socrata_syp8-uezg@2026-09-14
436,MARQUETTE (JACQUES),Mann Comfort Station,containing,41.770926,-87.709861,1.1,0,562784,,,0,680.8,59,sourced,socrata_syp8-uezg@2026-09-14
437,MARQUETTE (JACQUES),Plumbers Storage Shed,containing,41.76474,-87.712144,0.3,0,577151,,,0,814.5,143,sourced,socrata_syp8-uezg@2026-09-14
438,MARQUETTE (JACQUES),Pole Barn (DNR),address_exact,41.765395,-87.712313,3.1,0,575238,3556 W 71ST ST,,1,4398.6,110,sourced,socrata_syp8-uezg@2026-09-14
439,MARQUETTE (JACQUES),Marquette Park Field House,address_exact,41.770692,-87.703932,5.3,0,562718,6700 S KEDZIE AVE,MARQUETTE PARK FIELD HOUSE,0,22873.5,27,sourced,socrata_syp8-uezg@2026-09-14
440,MARQUETTE (JACQUES),Greenhouse (Inactive),containing,41.765191,-87.711568,2.4,0,575734,,,0,2742.5,68,sourced,socrata_syp8-uezg@2026-09-14
441,MARQUETTE (JACQUES),,containing,41.771031,-87.704686,0.6,0,562424,,,0,621.5,46,sourced,socrata_syp8-uezg@2026-09-14
442,MARQUETTE (JACQUES),Redfield Comfort Station,containing,41.765354,-87.700675,2.5,0,575476,,,0,744.8,16,sourced,socrata_syp8-uezg@2026-09-14
443,MARQUETTE (JACQUES),Riggers Building,address_exact,41.76447,-87.711872,3.7,0,577697,3540 W 71ST ST,,0,3347.4,136,sourced,socrata_syp8-uezg@2026-09-14
444,MARQUETTE (JACQUES),Landscape Storage (Salt),containing,41.77084,-87.71247,0.7,0,562998,,,0,597.8,139,sourced,socrata_syp8-uezg@2026-09-14
445,MASON (ELIZABETH),North Shelter,address_exact,41.884369,-87.728349,0.9,0,354853,4101 W MAYPOLE AVE,,0,796.2,98,sourced,socrata_syp8-uezg@2026-09-14
446,MASON (ELIZABETH),South Shelter,containing,41.883611,-87.728521,0.3,0,355608,,,0,163.8,107,sourced,socrata_syp8-uezg@2026-09-14
447,MATHER (STEPHEN TYNG),Mather Park Fieldhouse,containing,41.98968,-87.702272,1.3,0,43670,,MATHER PARK,0,2263.5,53,sourced,socrata_syp8-uezg@2026-09-14
448,MAYFAIR,Mayfair Park Fieldhouse,address_exact,41.9631,-87.742006,1.8,0,122686,4520 W SUNNYSIDE AVE,,2,3769.8,141,sourced,socrata_syp8-uezg@2026-09-14
449,MCGUANE (JOHN),McGuane Park Fieldhouse,address_exact,41.841143,-87.648623,12.9,0,401397,2901 S POPLAR AVE,,2,23198.5,88,sourced,socrata_syp8-uezg@2026-09-14
450,MCKINLEY (WILLIAM),Comfort Station,containing,41.825837,-87.681313,0.7,0,423228,,,0,556.4,28,sourced,socrata_syp8-uezg@2026-09-14
451,MCKINLEY (WILLIAM),,containing,41.824741,-87.683891,0.2,0,424403,,,0,220.5,8,sourced,socrata_syp8-uezg@2026-09-14
452,MCKINLEY (WILLIAM),McKinley Park Fieldhouse,address_exact,41.823775,-87.68246,4.9,0,425344,2210 W PERSHING RD,MCKINLEY PARK FIELD HOUSE,0,32689,6,sourced,socrata_syp8-uezg@2026-09-14
453,MCKINLEY (WILLIAM),,containing,41.82318,-87.682437,0.8,0,426013,,,0,2706.6,5,sourced,socrata_syp8-uezg@2026-09-14
454,MCKINLEY (WILLIAM),Powerhouse,containing,41.824972,-87.683589,1.1,0,423982,,,0,723.6,9,sourced,socrata_syp8-uezg@2026-09-14
455,MCKINLEY (WILLIAM),Service Yard,containing,41.823353,-87.680435,9.7,0,425758,,,0,6014.6,4,sourced,socrata_syp8-uezg@2026-09-14
456,MERRIMAC,Merrimac Park Fieldhouse,address_exact,41.952328,-87.784946,9.3,0,158485,6343 W IRVING PARK RD,,1,11712.2,76,sourced,socrata_syp8-uezg@2026-09-14
457,MEYERING (WILLIAM),Meyering Park Fieldhouse,address_exact,41.764609,-87.616039,0.6,0,576123,7140 S DR MARTIN LUTHER KING JR DR,,1,2267.4,123,sourced,socrata_syp8-uezg@2026-09-14
458,MEYERING (WILLIAM),,containing,41.764843,-87.615746,0.2,0,575567,,,0,183.1,114,sourced,socrata_syp8-uezg@2026-09-14
459,MINUTEMAN,Minuteman Park Fieldhouse,containing,41.785494,-87.762778,3.6,0,514404,,,0,1808.4,38,sourced,socrata_syp8-uezg@2026-09-14
460,MORAN (TERRANCE),Moran Park Fieldhouse,address_exact,41.789619,-87.654569,1.9,0,498596,5727 S RACINE AVE,,1,1939.5,102,sourced,socrata_syp8-uezg@2026-09-14
461,MOUNT GREENWOOD,,containing,41.690984,-87.714404,1.1,0,771495,,,0,743.8,59,sourced,socrata_syp8-uezg@2026-09-14
462,MOUNT GREENWOOD,Mount Greenwood Park Fieldhouse,address_exact,41.691004,-87.713745,1.6,0,771386,3711-3721 W 111TH ST,,0,18346.2,54,sourced,socrata_syp8-uezg@2026-09-14
463,MOUNT GREENWOOD,,containing,41.691111,-87.715262,0.3,0,771404,,,0,253.5,58,sourced,socrata_syp8-uezg@2026-09-14
464,MOUNT GREENWOOD,Recreation Building,address_exact,41.690487,-87.712014,0.7,0,772519,3711 W 111TH ST,,0,2720,22,sourced,socrata_syp8-uezg@2026-09-14
465,MOZART (AMADEUS),Recreation Building,address_exact,41.917543,-87.723278,0.8,0,287188,3840 W ARMITAGE AVE,,0,3628.5,69,sourced,socrata_syp8-uezg@2026-09-14
466,MOZART (AMADEUS),Mozart Park Fieldhouse,address_exact,41.917944,-87.723759,1.8,0,285403,2036 N AVERS AVE,,0,19477.1,80,sourced,socrata_syp8-uezg@2026-09-14
467,MUNROE,Munroe Park Fieldhouse,address_exact,41.70255,-87.687026,0.6,0,743517,2617 W 105TH ST,,1,1324.5,119,sourced,socrata_syp8-uezg@2026-09-14
468,MUNROE,,containing,41.70254,-87.687183,0.2,0,743625,,,0,130.2,119,sourced,socrata_syp8-uezg@2026-09-14
469,MURRAY (DAVID),Murray Park Fieldhouse,address_exact,41.761074,-87.667963,0.3,0,588703,1743 W 73RD ST,,0,2540.9,176,sourced,socrata_syp8-uezg@2026-09-14
470,NASH (DON) COMM. CTR.,Nash Community Center,address_exact,41.765844,-87.579865,7.6,0,572297,1833 E 71ST ST,,3,10674.5,66,sourced,socrata_syp8-uezg@2026-09-14
471,NORMANDY,Normandy Park Fieldhouse,address_exact,41.797925,-87.788684,0.8,0,473349,6640 W 52ND ST,,1,1847.8,226,sourced,socrata_syp8-uezg@2026-09-14
472,NORTH PARK VILLAGE NATURE CENTER,North Park Village Nature Center,address_exact,41.987954,-87.724313,7.1,0,47075,5801 N PULASKI RD,NORTH PARK VILLAGE - NATURE CENTER,0,5870.5,4,sourced,socrata_syp8-uezg@2026-09-14
473,NORTH PARK VILLAGE NATURE CENTER,NORTH PARK VILLAGE - MISC BLDG,address_exact,41.988172,-87.724164,0.4,0,46906,5801 N PULASKI RD,NORTH PARK VILLAGE - MISC BLDG,0,136.8,4,sourced,socrata_syp8-uezg@2026-09-14
474,NORTHERLY ISLAND,12th Street Beach Concession,containing,41.864598,-87.607712,0.8,0,373070,,,0,1340.1,2,sourced,socrata_syp8-uezg@2026-09-14
475,NORTHERLY ISLAND,,containing,41.860756,-87.610313,0.5,0,375348,,,0,404.2,4,sourced,socrata_syp8-uezg@2026-09-14
476,NORTHERLY ISLAND,Storage,containing,41.86204,-87.609713,0.4,0,374815,,,0,242,4,sourced,socrata_syp8-uezg@2026-09-14
477,NORTHERLY ISLAND,12th Street Beach Comfort Station,containing,41.86444,-87.607774,0.9,0,373267,,,0,1321.5,2,sourced,socrata_syp8-uezg@2026-09-14
478,NORTHERLY ISLAND,Judd Goldman Sailing Center,containing,41.86498,-87.609935,5.7,0,372763,,,0,1810.2,1,sourced,socrata_syp8-uezg@2026-09-14
479,NORTHERLY ISLAND,,containing,41.857838,-87.609676,17.8,0,377404,1700 S LYNN WHITE DR,,0,10451.8,2,sourced,socrata_syp8-uezg@2026-09-14
480,NORTHERLY ISLAND,Landscape Garage,containing,41.859283,-87.610086,0.6,0,376080,,,0,4419,3,sourced,socrata_syp8-uezg@2026-09-14
481,NORTHERLY ISLAND,Adler Planetarium,address_exact,41.866365,-87.606555,8.1,0,371584,1300 S LAKE SHORE DR,ADLER PLANETARIUM,1,54467,1,sourced,socrata_syp8-uezg@2026-09-14
482,NORTHERLY ISLAND,Northerly Island Visitor Center,containing,41.860457,-87.609959,3.5,0,375385,1500 S LYNN WHITE DR,,0,12402.5,3,sourced,socrata_syp8-uezg@2026-09-14
483,NORTHERLY ISLAND,Burnham Park Yacht Club,containing,41.862396,-87.609517,5.1,0,374665,1500 S LYNN WHITE DR,BURNHAM PARK YACHT CLUB,0,6847,2,sourced,socrata_syp8-uezg@2026-09-14
484,NORWOOD,Service Yard,containing,41.987365,-87.792535,0.9,0,49567,,,0,740,5,sourced,socrata_syp8-uezg@2026-09-14
485,NORWOOD,Norwood Park Fieldhouse,address_exact,41.986647,-87.793462,4.6,0,50714,5801 N NATOMA AVE,,1,15368.1,37,sourced,socrata_syp8-uezg@2026-09-14
486,NORWOOD,Filter Building,largest_nearby,41.986647,-87.793462,38.7,16,50714,5801 N NATOMA AVE,,1,15368.1,39,sourced,socrata_syp8-uezg@2026-09-14
487,OAKDALE,Bath House,containing,41.719786,-87.649214,1.4,0,703618,,OAKDALE PARK,0,1267.2,79,sourced,socrata_syp8-uezg@2026-09-14
488,OAKDALE,Oakdale Park Fieldhouse,address_exact,41.720578,-87.647549,1.3,0,701859,965 W 95TH ST,OAKDALE PARK,1,2229.5,97,sourced,socrata_syp8-uezg@2026-09-14
489,OAKDALE,Filter Building,containing,41.719493,-87.649,0.2,0,704252,,,0,590.8,111,sourced,socrata_syp8-uezg@2026-09-14
490,OGDEN (WILLIAM),Ogden Park Fieldhouse,address_exact,41.775031,-87.655266,4.3,0,547421,6500 S RACINE AVE,,0,18441.2,15,sourced,socrata_syp8-uezg@2026-09-14
491,OGDEN (WILLIAM),Boiler Room,address_exact,41.775385,-87.654585,0.8,0,547000,6500 S RACINE AVE,,0,1503.8,36,sourced,socrata_syp8-uezg@2026-09-14
492,O'HALLAREN (BERNARD),O'Hallaren Park Fieldhouse,containing,41.742116,-87.669119,0.8,0,648855,,,0,1276.8,93,sourced,socrata_syp8-uezg@2026-09-14
493,OLYMPIA,Olympia Park Fieldhouse,address_exact,41.999358,-87.815228,6.6,0,23620,6566 N AVONDALE AVE,,1,17477.8,75,sourced,socrata_syp8-uezg@2026-09-14
494,OLYMPIA,East Shelter,containing,41.999104,-87.814429,5.3,0,24385,,,0,650.5,54,sourced,socrata_syp8-uezg@2026-09-14
495,OLYMPIA,West Shelter,containing,41.999217,-87.814644,5.7,0,24177,,,0,571.6,60,sourced,socrata_syp8-uezg@2026-09-14
496,ORIOLE,Oriole Park Fieldhouse,address_exact,41.978572,-87.814813,2.9,0,70779,5430 N OLCOTT AVE,ORIOLE PARK,1,16894.2,71,sourced,socrata_syp8-uezg@2026-09-14
497,OWENS (JESSE),Owens Park Fieldhouse,address_exact,41.735261,-87.574033,1.1,0,669047,8800 S CLYDE AVE,,1,2007.8,59,sourced,socrata_syp8-uezg@2026-09-14
498,PALMER (POTTER),Palmer Park Fieldhouse,address_exact,41.691905,-87.616141,23.2,0,768960,201 E 111TH ST,PALMER PARK FIELD HOUSE,0,13212.5,5,sourced,socrata_syp8-uezg@2026-09-14
499,PALMER (POTTER),Palmer Park Mens Gymnasium,address_exact,41.691915,-87.615359,1.1,0,768931,201 E 111TH ST,PALMER PARK MENS GYMNASIUM,0,6046.2,5,sourced,socrata_syp8-uezg@2026-09-14
500,PALMER (POTTER),Power House,containing,41.692471,-87.616286,0.5,0,768025,,,0,2164.6,5,sourced,socrata_syp8-uezg@2026-09-14
502,PALMER (POTTER),Filter Building,containing,41.692493,-87.615881,3.2,0,768026,,,0,956.9,5,sourced,socrata_syp8-uezg@2026-09-14
503,PARK NO. 422,Shelter,containing,41.874861,-87.707397,0.5,0,364566,,,0,384.5,20,sourced,socrata_syp8-uezg@2026-09-14
504,PARK NO. 512,,address_exact,41.915088,-87.668344,2.1,0,292321,1826 N ASHLAND AVE,,1,2660.2,87,sourced,socrata_syp8-uezg@2026-09-14
506,HONORÉ (BERTHA PALMER),,containing,41.898419,-87.673896,0.2,0,333688,,,0,225.1,317,sourced,socrata_syp8-uezg@2026-09-14
507,WARNER GARDEN,,containing,41.957463,-87.666265,0.5,0,141792,,,0,446.8,210,sourced,socrata_syp8-uezg@2026-09-14
508,WARNER GARDEN,Shelter,containing,41.957332,-87.666172,0.3,0,142188,,,0,219.8,210,sourced,socrata_syp8-uezg@2026-09-14
509,PARK NO. 526,,address_exact,41.996591,-87.711083,4.2,0,27681,6343 N MC CORMICK RD,,0,1537.1,22,sourced,socrata_syp8-uezg@2026-09-14
510,PARK NO. 527,Candle Factory,address_exact,41.782162,-87.628652,72.8,0,522022,6201 S LA SALLE ST,,1,85007.4,7,sourced,socrata_syp8-uezg@2026-09-14
511,PARK NO. 527,Candle Factory,address_exact,41.781441,-87.629849,1.1,0,525778,6201-6203 S WENTWORTH AVE,,1,3005.1,9,sourced,socrata_syp8-uezg@2026-09-14
512,PARK NO. 527,Candle Factory,address_exact,41.780874,-87.629358,17,0,526477,6226 S LA SALLE ST,,3,49071.4,12,sourced,socrata_syp8-uezg@2026-09-14
513,PARK NO. 528,Comfort Station,containing,41.776829,-87.736022,2.7,0,542760,,,0,893.2,94,sourced,socrata_syp8-uezg@2026-09-14
514,PASCHEN (CHRISTIAN),Paschen Park Fieldhouse,address_exact,42.009236,-87.679361,2,0,10332,1932 W LUNT AVE,,1,2644.6,116,sourced,socrata_syp8-uezg@2026-09-14
515,PETERSON (PEHR SAMUEL),Peterson Park Fieldhouse,address_exact,41.986934,-87.720555,3.7,0,49528,5801 N PULASKI RD,NORTH PARK VILLAGE - PETERSON PARK FIELD HOUSE,0,7986,5,sourced,socrata_syp8-uezg@2026-09-14
516,PIETROWSKI (SYLVESTER),Pietrowski Park Fieldhouse,address_exact,41.719862,-87.537884,0.5,0,701974,9650 S AVENUE M,PIETROWSKI PARK,1,839.6,210,sourced,socrata_syp8-uezg@2026-09-14
517,PIOTROWSKI (LILLIAN),,containing,41.834974,-87.732098,0.5,0,412975,,,0,604.2,8,sourced,socrata_syp8-uezg@2026-09-14
518,PIOTROWSKI (LILLIAN),Piotrowski Park Fieldhouse,address_exact,41.836401,-87.730773,2.5,0,410672,4247 W 31ST ST,,2,15055,66,sourced,socrata_syp8-uezg@2026-09-14
519,PIOTROWSKI (LILLIAN),Comfort Station,containing,41.834739,-87.729751,1.2,0,413275,,,0,1178.1,89,sourced,socrata_syp8-uezg@2026-09-14
520,PORTAGE,Portage Park Fieldhouse,address_exact,41.955348,-87.763648,2.7,0,149657,4100 N LONG AVE,,0,17062.6,16,sourced,socrata_syp8-uezg@2026-09-14
521,PORTAGE,Comfort Station,containing,41.954662,-87.766022,1.1,0,152328,,PORTAGE PARK,0,1188.2,53,sourced,socrata_syp8-uezg@2026-09-14
522,PORTAGE,Filter Building,containing,41.956038,-87.763002,0.3,0,148161,,,0,446.4,91,sourced,socrata_syp8-uezg@2026-09-14
523,PORTAGE,Landscape Building,address_exact,41.956349,-87.765779,5,0,146539,5505 W BERTEAU AVE,,0,3818.6,87,sourced,socrata_syp8-uezg@2026-09-14
524,PORTAGE,Portage Gymnasium Building,address_exact,41.95603,-87.766033,4.4,0,147727,4101-4147 N CENTRAL AVE,,0,9520.6,96,sourced,socrata_syp8-uezg@2026-09-14
525,PORTAGE,Pavilion,containing,41.954681,-87.766535,0.4,0,152338,,,0,691.8,75,sourced,socrata_syp8-uezg@2026-09-14
526,POTTAWATTOMIE,Pottawattomie Park Fieldhouse,address_exact,42.015163,-87.678131,1.7,0,3881,7340 N ROGERS AVE,,1,21023.1,65,sourced,socrata_syp8-uezg@2026-09-14
527,PULASKI (CASIMER),Locker Building,address_exact,41.905436,-87.663208,6.5,0,317709,1300 N NOBLE ST,,0,8998.5,163,sourced,socrata_syp8-uezg@2026-09-14
528,PULASKI (CASIMER),Filter Building,address_exact,41.905775,-87.663643,0.1,0,317010,1419 W BLACKHAWK ST,,0,855,183,sourced,socrata_syp8-uezg@2026-09-14
529,PULASKI (CASIMER),Pulaski Park Fieldhouse,address_exact,41.906815,-87.663049,23.6,0,314397,1419 W BLACKHAWK ST,,0,31953.1,123,sourced,socrata_syp8-uezg@2026-09-14
