objectid,park,cpd_bldg_name,match_quality,bldg_lat,bldg_lon,offset_m,edge_m,bldg_id,bldg_address,bldg_name,bldg_stories,footprint_area_sqft,candidates_in_range,provenance,source
227,GATELY (JAMES),East Bleachers,address_exact,41.708519,-87.60211,2.8,0,727224,810 E 103RD ST,GATELY PARK,0,9154,6,sourced,socrata_syp8-uezg@2026-09-14
228,GATELY (JAMES),North Locker Building,address_exact,41.708983,-87.603206,1.1,0,726498,810 E 103RD ST,GATELY PARK,0,3068.2,4,sourced,socrata_syp8-uezg@2026-09-14
229,GILL (JOSEPH),Gill Park Fieldhouse,address_exact,41.952355,-87.650598,2,0,156516,825 W SHERIDAN RD,,3,9938.1,56,sourced,socrata_syp8-uezg@2026-09-14
230,GOMPERS (SAMUEL),Maintenance Building,containing,41.976021,-87.734487,0.4,0,78207,,GOMPERS PARK,0,1016,70,sourced,socrata_syp8-uezg@2026-09-14
231,GOMPERS (SAMUEL),Gompers Park Fieldhouse,address_exact,41.975704,-87.734414,4.5,0,78488,4222-4224 W FOSTER AVE,,0,6306,87,sourced,socrata_syp8-uezg@2026-09-14
232,GOMPERS (SAMUEL),Comfort Station,containing,41.973745,-87.728637,0.5,0,85452,,,0,356.8,18,sourced,socrata_syp8-uezg@2026-09-14
233,GRAND CROSSING,Grand Crossing Fieldhouse,address_exact,41.75567,-87.600432,3,0,868681,7655 S INGLESIDE AVE,GRAND CROSSING PARK FIELD HOUSE,0,24857.5,46,sourced,socrata_syp8-uezg@2026-09-14
234,GRAND CROSSING,Service Yard,containing,41.756626,-87.600355,0.5,0,597921,7655 S INGLESIDE AVE,GRAND CROSSING PARK,0,1285.4,86,sourced,socrata_syp8-uezg@2026-09-14
235,GRAND CROSSING,Filter Room,containing,41.756157,-87.600531,4.3,0,598979,,,0,417.4,71,sourced,socrata_syp8-uezg@2026-09-14
236,GRANT (ULYSSES),Chicago Yacht Club,containing,41.881233,-87.616017,13.4,0,357276,,,0,15024.5,3,sourced,socrata_syp8-uezg@2026-09-14
237,GRANT (ULYSSES),John G. Shedd Aquarium,address_exact,41.86763,-87.613336,26.9,0,370695,1200 S LAKE SHORE DR,SHEDD AQUARIUM,1,167076.9,1,sourced,socrata_syp8-uezg@2026-09-14
238,GRANT (ULYSSES),Field Museum of Natural History,address_exact,41.866217,-87.617029,2.6,0,371641,1400 S LAKE SHORE DR,FIELD MUSEUM,1,245772.1,1,sourced,socrata_syp8-uezg@2026-09-14
239,GRANT (ULYSSES),Art Institute of Chicago,largest_nearby,41.879903,-87.624926,96.3,62.7,357799,122-150 S MICHIGAN AVE,NATIONAL LOUIS UNIVERSITY,20,34223.2,7,sourced,socrata_syp8-uezg@2026-09-14
240,GRANT (ULYSSES),Petrillo Band Shell,address_exact,41.878827,-87.62003,6.4,0,359080,251 S COLUMBUS DR,,0,4859.1,2,sourced,socrata_syp8-uezg@2026-09-14
241,GRANT (ULYSSES),9th Street Landscape Yard (Office),address_exact,41.870236,-87.620903,0.8,0,368749,900 S COLUMBUS DR,,0,2686.8,7,sourced,socrata_syp8-uezg@2026-09-14
242,GRANT (ULYSSES),11th Street Comfort Station,containing,41.869031,-87.620066,0.3,0,370216,,,0,306.5,6,sourced,socrata_syp8-uezg@2026-09-14
243,GRANT (ULYSSES),9th Strret Landscape Yard (Garage),address_exact,41.870128,-87.621385,21.8,0,368621,900 S COLUMBUS DR,,0,7399.5,4,sourced,socrata_syp8-uezg@2026-09-14
244,GRANT (ULYSSES),Petrillo Band Shell Utility Building,containing,41.879236,-87.619555,0.4,0,358762,,,0,153.8,3,sourced,socrata_syp8-uezg@2026-09-14
245,GRANT (ULYSSES),Monroe Harbor Building,containing,41.880698,-87.616267,1.5,0,357591,,,0,2679.4,3,sourced,socrata_syp8-uezg@2026-09-14
246,GRANT (ULYSSES),Randolph Street Comfort Station,containing,41.884223,-87.613275,0.5,0,354439,,,0,590.9,7,sourced,socrata_syp8-uezg@2026-09-14
247,GRANT (ULYSSES),Balbo Comfort Station,containing,41.872981,-87.62141,0.2,0,365892,,,0,353.6,1,sourced,socrata_syp8-uezg@2026-09-14
248,GRANT (ULYSSES),Art Institute Modern Wing,largest_nearby,41.880421,-87.620152,122.6,121.6,874138,,,0,25.6,1,sourced,socrata_syp8-uezg@2026-09-14
249,GRANT (ULYSSES),DuSable Harbor Concession,no_match,,,,,,,,,,0,sourced,socrata_syp8-uezg@2026-09-14
250,GRANT (ULYSSES),Randolph Street Concession,largest_nearby,41.883938,-87.612327,77.9,56.6,894434,111 N LAKE SHORE DR NB,COLUMBIA YACHT CLUB,0,16178.6,7,sourced,socrata_syp8-uezg@2026-09-14
251,GRANT (ULYSSES),Monroe Comfort Station,containing,41.880698,-87.616267,12.7,0,357591,,,0,2679.4,3,sourced,socrata_syp8-uezg@2026-09-14
252,GRAVER (PHILIP),Graver Park Fieldhouse,address_exact,41.707421,-87.660828,6.7,0,730791,1500 W 102ND PL,,1,7855.1,94,sourced,socrata_syp8-uezg@2026-09-14
253,GREEN BRIAR,Green Briar Park Fieldhouse,address_exact,41.990805,-87.696363,1.1,0,41509,2650 W PETERSON AVE,,2,9159.8,143,sourced,socrata_syp8-uezg@2026-09-14
254,HAAS (JOSEPH),Haas Park Fieldhouse,address_exact,41.925158,-87.695172,2.1,0,263234,2402 N WASHTENAW AVE,,1,2442.6,183,sourced,socrata_syp8-uezg@2026-09-14
255,HALE (NATHAN),Hale Park Fieldhouse,address_exact,41.77996,-87.778486,4.1,0,533097,6140 S MELVINA AVE,,0,14648.5,26,sourced,socrata_syp8-uezg@2026-09-14
256,HALE (NATHAN),Dressing Room,containing,41.78069,-87.778025,31,0,821959,6140 S MELVINA AVE,,0,28833.7,87,sourced,socrata_syp8-uezg@2026-09-14
257,HALE (NATHAN),North Filter Building,largest_nearby,41.780184,-87.776976,130.9,93.9,530544,6140 S MELVINA AVE,,0,35148.1,80,sourced,socrata_syp8-uezg@2026-09-14
258,HALE (NATHAN),South Filter Building,containing,41.78069,-87.778025,21.6,0,821959,6140 S MELVINA AVE,,0,28833.7,58,sourced,socrata_syp8-uezg@2026-09-14
259,HAMILTON (ALEXANDER),Hamilton Park Bath House,containing,41.762155,-87.635912,4.3,0,584292,,HAMILTON PARK,0,1388.8,8,sourced,socrata_syp8-uezg@2026-09-14
260,HAMILTON (ALEXANDER),Hamilton Park Fieldhouse,address_exact,41.76268,-87.637662,9.2,0,580824,513 W 72ND ST,,0,34163.5,19,sourced,socrata_syp8-uezg@2026-09-14
261,HAMILTON (ALEXANDER),,address_exact,41.763031,-87.639014,1.5,0,581136,513 W 72ND ST,HAMILTON PARK,0,4379.4,31,sourced,socrata_syp8-uezg@2026-09-14
262,HAMILTON (ALEXANDER),Filter Building,containing,41.761901,-87.636116,0.3,0,585125,,,0,288.9,8,sourced,socrata_syp8-uezg@2026-09-14
263,HAMILTON (ALEXANDER),Service Yard,containing,41.760133,-87.639027,6.3,0,591159,,HAMILTON PARK,0,1738,31,sourced,socrata_syp8-uezg@2026-09-14
264,HAMLIN (HANNIBAL),Hamlin Park Fieldhouse,address_exact,41.937498,-87.679834,39.2,0,218923,3035-3051 N HOYNE AVE,,0,24291.8,177,sourced,socrata_syp8-uezg@2026-09-14
265,HAMLIN (HANNIBAL),Locker Building,containing,41.937245,-87.680553,0.7,0,220221,,,0,746,197,sourced,socrata_syp8-uezg@2026-09-14
266,HARRIS (HARRIET),Harris Park Fieldhouse,address_exact,41.781753,-87.604889,3.8,0,523352,6200-6220 S DREXEL AVE,,2,43672.8,44,sourced,socrata_syp8-uezg@2026-09-14
267,HARRISON (CARTER),Harrison Park Fieldhouse,address_exact,41.85678,-87.672219,40.5,0,379324,1824 S WOOD ST,,0,38285.9,118,sourced,socrata_syp8-uezg@2026-09-14
268,HARRISON (CARTER),National Museum of Mexican Art,address_exact,41.856178,-87.672978,1.2,0,836699,1801 W 18TH ST,,0,34011.8,89,sourced,socrata_syp8-uezg@2026-09-14
269,HARRISON (CARTER),Harrison Park Natatorium,containing,41.85678,-87.672219,4.5,0,379324,1824 S WOOD ST,,0,38285.9,117,sourced,socrata_syp8-uezg@2026-09-14
270,HARSH (VIVIAN G.),Shelter,containing,41.814052,-87.595532,0.6,0,434607,,,0,425.2,104,sourced,socrata_syp8-uezg@2026-09-14
271,HAYES (FRANCIS),Hayes Park Fieldhouse,address_exact,41.739046,-87.696813,14.8,0,659510,2936 W 85TH ST,,1,15599.1,80,sourced,socrata_syp8-uezg@2026-09-14
272,HAYES (FRANCIS),Hayes Park Natatorium,address_exact,41.739032,-87.697291,1.3,0,838734,3025 W 83RD ST,,0,18984.7,70,sourced,socrata_syp8-uezg@2026-09-14
273,HERMITAGE,Hermitage Park Fieldhouse,address_exact,41.787193,-87.668467,2.5,0,506953,5839 S WOOD ST,,1,1220.1,76,sourced,socrata_syp8-uezg@2026-09-14
274,HERMOSA,Hermosa Park Fieldhouse,address_exact,41.922043,-87.739543,5.8,0,272444,2240 N KILBOURN AVE,,1,5735.6,92,sourced,socrata_syp8-uezg@2026-09-14
275,HIAWATHA,Hiawatha Park Fieldhouse,address_exact,41.943708,-87.827481,5.5,0,194531,8029 W FOREST PRESERVE AVE,,1,18357.9,70,sourced,socrata_syp8-uezg@2026-09-14
276,HOLLY,Shelter,containing,41.820455,-87.603496,0.4,0,427992,,,0,499,98,sourced,socrata_syp8-uezg@2026-09-14
277,HOLLYWOOD,Hollywood Park Fieldhouse,address_exact,41.989172,-87.711945,3.5,0,44741,3312 W THORNDALE AVE,,1,2988.5,73,sourced,socrata_syp8-uezg@2026-09-14
278,HOLSTEIN,Holstein Park Fieldhouse,address_exact,41.92171,-87.685099,0.9,0,272696,2200 N OAKLEY AVE,HOLSTEIN PARK,2,11290.8,238,sourced,socrata_syp8-uezg@2026-09-14
279,HORNER (HENRY),Comfort Station,address_exact,41.957914,-87.697775,0.6,0,140704,4201 N CALIFORNIA AVE,,0,1682.9,62,sourced,socrata_syp8-uezg@2026-09-14
280,HOYNE (THOMAS),Hoyne Park Fieldhouse,address_exact,41.831628,-87.678803,0.8,0,417091,3417 S HAMILTON AVE,,1,1201.5,175,sourced,socrata_syp8-uezg@2026-09-14
281,HUMBOLDT (ALEXANDER VON),Bath House,address_exact,41.898991,-87.703682,1.2,0,332353,3041 W AUGUSTA BLVD,,0,5760.4,54,sourced,socrata_syp8-uezg@2026-09-14
282,HUMBOLDT (ALEXANDER VON),LeMoyne Comfort Station,containing,41.90862,-87.700175,0.9,0,310838,,,0,910,1,sourced,socrata_syp8-uezg@2026-09-14
283,HUMBOLDT (ALEXANDER VON),State of Illinois Dept of Military Affairs,address_exact,41.909654,-87.706081,13.4,0,307870,1551 N KEDZIE AVE,State of Illinois Dept of Military Affairs,3,64539.8,50,sourced,socrata_syp8-uezg@2026-09-14
284,HUMBOLDT (ALEXANDER VON),Humboldt Park Field House,address_exact,41.907136,-87.702991,3.4,0,314139,1400 N HUMBOLDT DR,Humboldt Park Field House,3,32609.9,2,sourced,socrata_syp8-uezg@2026-09-14
285,HUMBOLDT (ALEXANDER VON),,containing,41.908255,-87.697187,0.3,0,311708,,,0,150.5,63,sourced,socrata_syp8-uezg@2026-09-14
286,HUMBOLDT (ALEXANDER VON),Garden Hall,address_exact,41.903815,-87.703409,1.3,0,321730,1400 N HUMBOLDT DR,Garden House?,0,1399.4,8,sourced,socrata_syp8-uezg@2026-09-14
287,HUMBOLDT (ALEXANDER VON),Humboldt Park Boathouse Pavilion,address_exact,41.905574,-87.700601,16.5,0,317578,1301-1331 N HUMBOLDT DR,HUMBOLDT PARK BOATHOUSE PAVILION,3,12320.9,4,sourced,socrata_syp8-uezg@2026-09-14
288,HUMBOLDT (ALEXANDER VON),National Museum of Puerto Rican Arts & Culture,address_exact,41.902145,-87.703331,34.2,0,324210,3102 W DIVISION ST,Humboldt Park Stables,0,16162.5,3,sourced,socrata_syp8-uezg@2026-09-14
289,HUMBOLDT (ALEXANDER VON),Little Cubs Field Comfort Station,address_exact,41.906099,-87.705769,0.8,0,316757,1400 N HUMBOLDT DR,,0,907.5,11,sourced,socrata_syp8-uezg@2026-09-14
290,HUMBOLDT (ALEXANDER VON),South Comfort Station,largest_nearby,41.898552,-87.704061,171,148.3,333384,3056-3058 W WALTON ST,,1,11505,44,sourced,socrata_syp8-uezg@2026-09-14
291,HUMBOLDT (ALEXANDER VON),La Esquina del Sabor,no_match,,,,,,,,,,0,sourced,socrata_syp8-uezg@2026-09-14
292,HUMBOLDT (ALEXANDER VON),El Secreto del Sabor,largest_nearby,41.902649,-87.707308,146,114,867675,3207 W DIVISION ST,,3,8026.9,9,sourced,socrata_syp8-uezg@2026-09-14
293,INDEPENDENCE,,containing,41.952295,-87.723011,0.4,0,158170,,,0,492.1,124,sourced,socrata_syp8-uezg@2026-09-14
294,INDEPENDENCE,Independence Park Fieldhouse,address_exact,41.95296,-87.724768,3.4,0,155571,3945 N SPRINGFIELD AVE,,2,11638.2,81,sourced,socrata_syp8-uezg@2026-09-14
295,INDEPENDENCE,Independence Park Bungalow,containing,41.952129,-87.722932,1.7,0,158436,0 W BYRON ST,INDEPENDENCE PARK,0,3181.4,129,sourced,socrata_syp8-uezg@2026-09-14
296,INDIAN BOUNDARY,Indian Boundary Nature Play Center,containing,42.010159,-87.694052,5.9,0,9409,2500 W LUNT AVE,INDIAN BOUNDARY PARK,1,1200,56,sourced,socrata_syp8-uezg@2026-09-14
297,INDIAN BOUNDARY,Maintenance Building,address_exact,42.010226,-87.694611,0.9,0,9348,2500 W LUNT AVE,INDIAN BOUNDARY PARK,1,1397.8,66,sourced,socrata_syp8-uezg@2026-09-14
298,INDIAN BOUNDARY,Indian Boundary Fieldhouse,address_exact,42.00897,-87.692604,7.5,0,10741,2500 W LUNT AVE,,2,4032.8,67,sourced,socrata_syp8-uezg@2026-09-14
299,INDIAN ROAD,Indian Road Park Fieldhouse,address_exact,41.992922,-87.778427,1.3,0,37739,6010 W MATSON AVE,,1,2266.5,171,sourced,socrata_syp8-uezg@2026-09-14
300,JACKSON (ANDREW),57th Street Beach House,containing,41.791943,-87.57981,0.9,0,489389,,JACKSON PARK,0,846,4,sourced,socrata_syp8-uezg@2026-09-14
301,JACKSON (ANDREW),Jackson Park Yacht Club,containing,41.777567,-87.572597,1.5,0,536431,,,0,2879.5,4,sourced,socrata_syp8-uezg@2026-09-14
302,JACKSON (ANDREW),62nd Street Comfort Station,containing,41.78296,-87.585191,3.4,0,519597,,,0,870.6,1,sourced,socrata_syp8-uezg@2026-09-14
303,JACKSON (ANDREW),Comfort Station,containing,41.774983,-87.569512,8.7,0,546041,,JACKSON PARK,0,4141,1,sourced,socrata_syp8-uezg@2026-09-14
304,JACKSON (ANDREW),63rd Street Bathing Pavilion,containing,41.781526,-87.573439,22.9,0,869296,,,0,30006.7,1,sourced,socrata_syp8-uezg@2026-09-14
305,JACKSON (ANDREW),,containing,41.792014,-87.581838,0.4,0,489302,,,0,315,12,sourced,socrata_syp8-uezg@2026-09-14
306,JACKSON (ANDREW),Bowling Green Club House,address_exact,41.789119,-87.578934,0.5,0,498938,5800 S LAKE SHORE DR,,0,2031.2,4,sourced,socrata_syp8-uezg@2026-09-14
307,JACKSON (ANDREW),Jackson Park Fieldhouse,address_exact,41.77881,-87.585488,8,0,532729,6401 S STONY ISLAND AVE,,0,18711,3,sourced,socrata_syp8-uezg@2026-09-14
308,JACKSON (ANDREW),Museum Shores Yacht Club,containing,41.788348,-87.579467,0.5,0,501736,,,0,927.5,4,sourced,socrata_syp8-uezg@2026-09-14
309,JACKSON (ANDREW),Garden Shelter,containing,41.786162,-87.582709,1,0,508775,,,0,705.2,2,sourced,socrata_syp8-uezg@2026-09-14
310,JACKSON (ANDREW),Osaka Garden Torii Gate,containing,41.786788,-87.583074,1.8,0,506674,,,0,236.9,2,sourced,socrata_syp8-uezg@2026-09-14
311,JACKSON (ANDREW),,containing,41.777478,-87.572392,0.6,0,536925,,,0,429.4,4,sourced,socrata_syp8-uezg@2026-09-14
312,JACKSON (ANDREW),Museum of Science & Industry,largest_nearby,41.790337,-87.581182,156.1,125.4,494237,,,0,26551.5,11,sourced,socrata_syp8-uezg@2026-09-14
313,JACKSON (ANDREW),La Rabida Children's Hopsital,address_exact,41.777341,-87.571357,4,0,535850,6501 S PROMONTORY DR,LA RABIDA CHILDREN'S HOSPITAL,0,41726.8,4,sourced,socrata_syp8-uezg@2026-09-14
314,JACKSON (ANDREW),Cecil Partee Golf Clubhouse,containing,41.779317,-87.580497,4,0,531605,,,0,8490.4,6,sourced,socrata_syp8-uezg@2026-09-14
315,JACKSON (ANDREW),,containing,41.773993,-87.576728,0.7,0,551110,,,0,476.6,26,sourced,socrata_syp8-uezg@2026-09-14
316,JACKSON (ANDREW),,containing,41.791986,-87.584067,0.4,0,489450,,,0,289,11,sourced,socrata_syp8-uezg@2026-09-14
317,JACKSON (ANDREW),,containing,41.778891,-87.575134,0.1,0,533027,,,0,1638.4,2,sourced,socrata_syp8-uezg@2026-09-14
318,JACKSON (ANDREW),,containing,41.788943,-87.579398,0.4,0,499688,,,0,201.5,5,sourced,socrata_syp8-uezg@2026-09-14
319,JACKSON (ANDREW),Harbor Master's Office,address_exact,41.77868,-87.575185,3.3,0,533489,6401 S COAST GUARD DR,JACKSON PARK COAST GUARD STATION,0,5462.2,2,sourced,socrata_syp8-uezg@2026-09-14
320,JACKSON (ANDREW),,containing,41.779187,-87.579088,0.2,0,532399,,,0,51,6,sourced,socrata_syp8-uezg@2026-09-14
321,JACKSON (ANDREW),Starters Shed,containing,41.779146,-87.580986,0.8,0,532482,,,0,457.8,6,sourced,socrata_syp8-uezg@2026-09-14
322,JACKSON (ANDREW),Iowa Building,containing,41.792954,-87.581011,21.4,0,485576,,,0,5409.5,9,sourced,socrata_syp8-uezg@2026-09-14
323,JACKSON (ANDREW),57th Street Beach House Concession,containing,41.791784,-87.579772,0.7,0,489976,,JACKSON PARK,0,803,2,sourced,socrata_syp8-uezg@2026-09-14
324,JACKSON (ANDREW),Jackson Driving Range Comfort Station,containing,41.783518,-87.578717,3,0,517393,,,0,2503.2,1,sourced,socrata_syp8-uezg@2026-09-14
325,JEFFERSON (THOMAS) MEML.,Tool House & Garage,containing,41.968738,-87.764402,2.9,0,105009,,JEFFERSON (THOMAS)MEML. PARK,0,2687.4,40,sourced,socrata_syp8-uezg@2026-09-14
326,JEFFERSON (THOMAS) MEML.,Locker Building,containing,41.968866,-87.763809,6.9,0,104900,,JEFFERSON (THOMAS) MEML. PARK,0,2856.4,48,sourced,socrata_syp8-uezg@2026-09-14
327,JEFFERSON (THOMAS) MEML.,Esdohr House,address_exact,41.968315,-87.762758,1.6,0,106353,4820-4822 N LONG AVE,,2,1586.6,57,sourced,socrata_syp8-uezg@2026-09-14
328,JEFFERSON (THOMAS) MEML.,Jefferson Park Fieldhouse,address_exact,41.968679,-87.762757,9.7,0,105164,4822 N LONG AVE,,1,8853.8,49,sourced,socrata_syp8-uezg@2026-09-14
329,KELVYN (WILLIAM),Kelvyn Park Fieldhouse,address_exact,41.929013,-87.738139,3.3,0,251155,4438 W WRIGHTWOOD AVE,,3,9870.1,79,sourced,socrata_syp8-uezg@2026-09-14
330,KENNEDY (DENNIS),Kennedy Memorial Park Restrooms,address_exact,41.686948,-87.68255,0.4,0,778994,11320 S WESTERN AVE,KENNEDY MEMORIAL PARK RESTROOMS,0,1349.9,53,sourced,socrata_syp8-uezg@2026-09-14
331,KENNEDY (DENNIS),Kennedy Park Fieldhouse,address_exact,41.687134,-87.681753,3.2,0,778390,11320 S WESTERN AVE,,0,9064.5,39,sourced,socrata_syp8-uezg@2026-09-14
332,KENNEDY (DENNIS),,containing,41.687407,-87.684235,0.2,0,778333,,,0,93.5,43,sourced,socrata_syp8-uezg@2026-09-14
333,KENNICOTT (JONATHAN),Kennicott Park Fieldhouse,address_exact,41.814131,-87.597302,43.4,0,433803,4434 S LAKE PARK AVE,,0,27275.4,108,sourced,socrata_syp8-uezg@2026-09-14
334,KENSINGTON,Kensington Park Fieldhouse,address_exact,41.679687,-87.615985,0.9,0,790768,315 E 118TH ST,,1,1393.5,89,sourced,socrata_syp8-uezg@2026-09-14
335,KEN-WELL,Ken-Well Park Fieldhouse,address_exact,41.934894,-87.733687,0.8,0,231351,2941 N KENOSHA AVE,,1,1333.4,140,sourced,socrata_syp8-uezg@2026-09-14
336,KILBOURN,Kilbourn Park Fieldhouse,address_exact,41.9447,-87.738604,7.8,0,188891,3501 N KILBOURN AVE,KILBOURN PARK,0,19068,71,sourced,socrata_syp8-uezg@2026-09-14
337,KILBOURN,Kilbourn Park Greenhouse,address_exact,41.94413,-87.738229,0,0,190628,3501 N KILBOURN AVE,KILBOURN PARK,0,8011.9,75,sourced,socrata_syp8-uezg@2026-09-14
338,KOSCIUSZKO (THADEUZ),Kosciuszko Park Natatorium,address_exact,41.931508,-87.723756,2,0,243881,2742 N AVERS AVE,,0,10397.6,164,sourced,socrata_syp8-uezg@2026-09-14
339,LA FOLLETTE (ROBERT),Comfort Station,containing,41.904786,-87.751459,0.4,0,320427,,,0,979.2,138,sourced,socrata_syp8-uezg@2026-09-14
340,LA FOLLETTE (ROBERT),Shelter,containing,41.904479,-87.751881,1.1,0,320928,,,0,750,128,sourced,socrata_syp8-uezg@2026-09-14
341,LAKE MEADOWS,Lake Meadows Park,largest_nearby,41.838068,-87.61209,63.3,28.7,406907,3113 S RHODES AVE,PERSHING SCHOOL,0,24592.8,22,sourced,socrata_syp8-uezg@2026-09-14
342,LAKE SHORE,Lake Shore Park Fieldhouse,address_exact,41.897203,-87.617882,3.1,0,335698,808 N LAKE SHORE DR,LAKE SHORE PARK FIELDHOUSE,1,9684.2,6,sourced,socrata_syp8-uezg@2026-09-14
343,LAKE SHORE,Museum of Contemporary Art,address_exact,41.897219,-87.620933,5.2,0,335431,220 E CHICAGO AVE,MUSEUM OF CONTEMPORARY ART,5,44738.5,12,sourced,socrata_syp8-uezg@2026-09-14
344,LAWLER (MICHAEL),Lawler Park Fieldhouse,address_exact,41.776719,-87.751799,1,0,543416,5210 W 64TH ST,,1,2256.2,203,sourced,socrata_syp8-uezg@2026-09-14
345,LE CLAIRE COURTS - HEARST COMM. CTR.,LeClaire-Hearst Fieldhouse,address_exact,41.813273,-87.75134,10.2,0,437074,5120 W 44TH ST,,1,15462.1,35,sourced,socrata_syp8-uezg@2026-09-14
346,LEONE (SAM) BEACH,Leone Beach Fieldhouse,address_exact,42.01318,-87.662549,5.3,0,5979,7205-7211 N SHERIDAN RD,,1,8536.2,12,sourced,socrata_syp8-uezg@2026-09-14
347,LERNER (LEO),Shelter,containing,42.007789,-87.705059,0.3,0,12375,,,0,205.8,52,sourced,socrata_syp8-uezg@2026-09-14
349,LINCOLN (ABRAHAM),,containing,41.985717,-87.652378,0.4,0,51614,,,0,784,1,sourced,socrata_syp8-uezg@2026-09-14
350,LINCOLN (ABRAHAM),Waveland Clock Tower,containing,41.951889,-87.6411,1.8,0,157420,,LINCOLN PARK,0,8176.5,3,sourced,socrata_syp8-uezg@2026-09-14
351,LINCOLN (ABRAHAM),Belmont Comfort Station,containing,41.939564,-87.636538,1.4,0,848732,,,0,1051.1,2,sourced,socrata_syp8-uezg@2026-09-14
352,LINCOLN (ABRAHAM),Peggy Notebaert Nature Museum,address_exact,41.926472,-87.635057,15.8,0,821490,2430 N CANNON DR,PEGGY NOTEBART NATURE MUSEUM,0,45032,1,sourced,socrata_syp8-uezg@2026-09-14
353,LINCOLN (ABRAHAM),Margate Fieldhouse,address_exact,41.972169,-87.649852,2.2,0,87872,4921-4931 N MARINE DR,,0,17656.8,6,sourced,socrata_syp8-uezg@2026-09-14
354,LINCOLN (ABRAHAM),"LP Zoo - Polar Bears, Sun Bears",containing,41.923793,-87.633453,3.5,0,265858,,LINCOLN PARK,0,6547.1,11,sourced,socrata_syp8-uezg@2026-09-14
355,LINCOLN (ABRAHAM),Armitage Comfort Station,containing,41.91862,-87.634022,5,0,281961,,MEN'S AND LADIES COMFORT STATION,0,1692.5,8,sourced,socrata_syp8-uezg@2026-09-14
356,LINCOLN (ABRAHAM),"LP Zoo - Penguins, Sea Birds",containing,41.922286,-87.634432,1.3,0,269946,,LINCOLN PARK,0,4334.1,19,sourced,socrata_syp8-uezg@2026-09-14
357,LINCOLN (ABRAHAM),"LP Zoo - Giraffes, Rhinos, Ostriches",containing,41.922849,-87.633966,41.1,0,266326,,LINCOLN PARK,0,44357.1,17,sourced,socrata_syp8-uezg@2026-09-14
358,LINCOLN (ABRAHAM),Montrose Service Yard,containing,41.963557,-87.647232,2.6,0,118398,,LINCOLN PARK,0,10732.2,3,sourced,socrata_syp8-uezg@2026-09-14
359,LINCOLN (ABRAHAM),Foster Avenue Breakwater Light,containing,41.97781,-87.64615,0.3,0,70985,,,0,80.8,2,sourced,socrata_syp8-uezg@2026-09-14
360,LINCOLN (ABRAHAM),LP Zoo - Pigs,containing,41.916981,-87.633235,1.2,0,287226,,LINCOLN PARK,0,2384.2,6,sourced,socrata_syp8-uezg@2026-09-14
361,LINCOLN (ABRAHAM),LP Zoo - Judy Keller Education Center,containing,41.921485,-87.632404,0.9,0,272548,,LINCOLN PARK,0,1957.5,14,sourced,socrata_syp8-uezg@2026-09-14
362,LINCOLN (ABRAHAM),LP Zoo - Zoo Concessionaire,containing,41.92191,-87.634247,3.2,0,271217,,LINCOLN PARK,0,837.6,19,sourced,socrata_syp8-uezg@2026-09-14
363,LINCOLN (ABRAHAM),Diversey Golf Building,containing,41.934241,-87.634432,25.8,0,231556,,LINCOLN PARK,0,6443.2,13,sourced,socrata_syp8-uezg@2026-09-14
364,LINCOLN (ABRAHAM),LP Zoo - Tropical Birds,containing,41.92326,-87.632892,20.2,0,266434,,LINCOLN PARK,0,8767.6,13,sourced,socrata_syp8-uezg@2026-09-14
365,LINCOLN (ABRAHAM),DNR Maintenance,containing,41.949736,-87.63946,1.2,0,166367,,LINCOLN PARK,0,1217,3,sourced,socrata_syp8-uezg@2026-09-14
366,LINCOLN (ABRAHAM),LP Zoo - Lions and Tigers,containing,41.921339,-87.633515,15.5,0,272855,,LINCOLN PARK,0,16447.8,20,sourced,socrata_syp8-uezg@2026-09-14
367,LINCOLN (ABRAHAM),Clock Tower Cafe,containing,41.952191,-87.641709,1.9,0,156953,,LINCOLN PARK,0,1774.4,3,sourced,socrata_syp8-uezg@2026-09-14
368,LINCOLN (ABRAHAM),"LP Zoo - Vultures, Eagles, Owls",containing,41.922416,-87.633437,0.8,0,269688,,,0,690.5,18,sourced,socrata_syp8-uezg@2026-09-14
369,LINCOLN (ABRAHAM),Cricket Hill Comfort Station,containing,41.963933,-87.64608,6.7,0,118044,,LINCOLN PARK,0,2262.5,2,sourced,socrata_syp8-uezg@2026-09-14
370,LINCOLN (ABRAHAM),LP Zoo - Farm-in-the Zoo Building,containing,41.917372,-87.634011,0,0,835561,,,0,3368.1,17,sourced,socrata_syp8-uezg@2026-09-14
371,LINCOLN (ABRAHAM),LP Zoo - Zoo Gateway Pavilion,containing,41.922016,-87.632811,1.4,0,270908,,LINCOLN PARK,0,1710.8,17,sourced,socrata_syp8-uezg@2026-09-14
372,LINCOLN (ABRAHAM),LP Zoo - Monkeys,containing,41.920889,-87.632504,6.2,0,274050,,LINCOLN PARK,0,18305.8,14,sourced,socrata_syp8-uezg@2026-09-14
373,LINCOLN (ABRAHAM),LP Zoo - Seals,containing,41.921492,-87.634547,0.5,0,881542,,,0,432.7,19,sourced,socrata_syp8-uezg@2026-09-14
